customer_id,trans_date,tran_amount
CS2651,26-Dec-11,57
CS2651,17-Feb-13,52
CS2651,11-Sep-13,100
CS2651,04-Oct-13,57
CS2651,27-Nov-13,104
CS2651,08-Aug-11,65
CS2651,25-Apr-13,66
CS2651,23-Oct-13,85
CS2651,06-Jan-15,90
CS2651,06-May-12,72
CS2651,28-May-14,93
CS2652,25-Aug-14,81
CS2652,29-Jun-11,79
CS2652,12-Jun-14,83
CS2652,20-Nov-14,70
CS2652,02-Mar-14,54
CS2652,21-Jun-14,53
CS2652,08-Feb-12,76
CS2652,02-Jan-14,37
CS2652,14-Jun-11,39
CS2652,19-Nov-13,95
CS2652,02-Sep-13,45
CS2652,05-Apr-12,47
CS2652,11-Aug-12,105
CS2652,28-Nov-14,83
CS2652,06-Oct-12,73
CS2652,21-Sep-12,103
CS2652,03-Jun-14,92
CS2652,23-Aug-14,42
CS2652,26-May-13,104
CS2652,09-Nov-12,79
CS2653,07-Apr-12,81
CS2653,24-Aug-14,59
CS2653,22-Jan-13,44
CS2653,04-Jun-11,53
CS2653,14-Dec-14,68
CS2653,24-May-11,102
CS2653,30-Oct-12,61
CS2653,27-Sep-11,44
CS2653,13-Sep-13,54
CS2653,25-Dec-11,102
CS2653,05-Aug-11,65
CS2653,24-Nov-12,65
CS2653,25-Jun-14,61
CS2653,30-Jun-14,64
CS2653,08-Feb-14,77
CS2653,03-Sep-13,91
CS2653,30-Jan-13,50
CS2653,15-Jun-11,51
CS2653,20-Jun-12,52
CS2653,26-Mar-14,72
CS2653,30-Apr-13,62
CS2653,13-Jun-11,76
CS2654,05-Sep-11,62
CS2654,23-Dec-11,36
CS2654,15-Nov-11,58
CS2654,22-Oct-11,64
CS2654,01-Sep-11,101
CS2654,14-Nov-13,52
CS2654,03-Oct-13,42
CS2654,29-Mar-14,88
CS2654,27-Dec-12,60
CS2654,08-Aug-14,74
CS2654,18-Dec-13,43
CS2654,17-Dec-13,58
CS2654,21-Jun-11,36
CS2654,09-Sep-13,51
CS2654,19-Jan-15,71
CS2654,08-Jan-14,56
CS2655,15-Jun-12,63
CS2655,06-Feb-12,66
CS2655,14-Jun-11,53
CS2655,20-Jan-12,40
CS2655,16-Oct-14,43
CS2655,21-Apr-14,40
CS2655,21-May-14,105
CS2655,07-Jun-11,104
CS2655,30-Dec-14,76
CS2655,13-Feb-15,88
CS2655,18-Dec-13,87
CS2655,03-Sep-14,52
CS2655,18-Dec-12,76
CS2655,09-May-13,103
CS2655,15-Nov-13,102
CS2655,22-Mar-13,68
CS2655,09-Oct-14,35
CS2655,07-Aug-13,95
CS2655,30-Oct-11,76
CS2655,13-Jan-12,51
CS2655,04-Jul-13,65
CS2655,27-Mar-14,58
CS2655,29-Sep-13,51
CS2655,05-Feb-12,59
CS2655,26-Jun-13,85
CS2655,21-Jun-13,65
CS2655,24-Jan-15,90
CS2656,04-Jun-13,66
CS2656,08-Jul-11,54
CS2656,24-Sep-13,91
CS2656,27-Apr-14,82
CS2656,01-Oct-13,97
CS2656,03-Mar-14,80
CS2656,11-May-14,39
CS2656,23-Jun-12,57
CS2656,04-Dec-11,91
CS2656,17-Apr-12,98
CS2656,17-Jan-13,68
CS2656,10-Jun-13,66
CS2656,17-Oct-12,69
CS2656,30-Jan-15,82
CS2656,05-Jan-12,42
CS2656,15-Aug-14,91
CS2656,07-May-12,94
CS2656,23-Jun-13,53
CS2656,07-Dec-14,63
CS2656,28-Jun-12,36
CS2656,06-Sep-13,104
CS2656,31-Jan-12,96
CS2656,01-Apr-14,71
CS2656,10-Jan-15,39
CS2657,15-Feb-12,94
CS2657,10-Sep-12,98
CS2657,27-Feb-12,55
CS2657,26-Mar-13,54
CS2657,04-Feb-15,50
CS2657,10-Jun-12,99
CS2657,19-Dec-11,82
CS2657,19-Sep-11,94
CS2657,03-Oct-11,41
CS2657,10-Mar-14,97
CS2657,02-Feb-14,85
CS2657,18-Oct-14,92
CS2657,03-Sep-13,72
CS2657,15-Aug-13,96
CS2657,23-Aug-13,95
CS2657,13-May-13,99
CS2657,31-May-13,96
CS2657,30-May-12,84
CS2657,06-Apr-13,63
CS2657,17-May-14,38
CS2657,01-Dec-12,66
CS2657,23-Aug-14,77
CS2657,11-Jun-11,72
CS2657,11-Jul-14,101
CS2657,14-Jun-12,54
CS2657,21-May-11,73
CS2657,10-Aug-13,96
CS2657,11-Mar-14,91
CS2657,31-Jul-14,72
CS2658,01-Jan-12,72
CS2658,22-Apr-14,43
CS2658,21-Aug-11,79
CS2658,06-Jun-13,55
CS2658,01-Oct-13,62
CS2658,31-Jan-13,91
CS2658,18-Jun-13,105
CS2658,29-Apr-14,91
CS2658,15-Dec-12,95
CS2658,01-Jan-13,46
CS2658,15-Oct-13,73
CS2658,30-Jan-14,75
CS2658,04-Jul-12,102
CS2658,24-Jul-14,77
CS2658,17-Feb-15,102
CS2658,21-Nov-14,54
CS2658,08-Oct-13,89
CS2658,04-Aug-13,66
CS2658,23-Nov-14,42
CS2658,04-Aug-12,79
CS2658,12-Jan-13,57
CS2658,27-Sep-14,95
CS2658,17-Jun-12,100
CS2658,23-Jun-13,66
CS2659,23-Jun-14,89
CS2659,05-Nov-14,44
CS2659,24-Jan-14,103
CS2659,02-Jun-13,98
CS2659,04-Aug-12,97
CS2659,14-Aug-12,69
CS2659,01-Mar-14,37
CS2659,12-Jul-12,86
CS2659,12-Jan-14,88
CS2659,28-Feb-13,46
CS2659,27-Feb-15,36
CS2659,01-May-13,74
CS2659,26-Apr-14,54
CS2659,06-Oct-12,66
CS2659,12-Mar-12,93
CS2659,16-Apr-13,60
CS2659,16-Nov-11,90
CS2659,14-May-12,78
CS2659,01-Jun-14,53
CS2659,10-Apr-13,68
CS2660,19-Oct-12,42
CS2660,10-Apr-12,37
CS2660,03-Jul-14,35
CS2660,10-Feb-13,95
CS2660,23-Aug-14,52
CS2660,25-Jun-12,67
CS2660,09-Nov-11,68
CS2660,27-Oct-12,35
CS2660,03-Dec-13,46
CS2660,20-Nov-11,36
CS2660,08-Feb-15,56
CS2660,04-Feb-13,36
CS2660,27-Aug-12,91
CS2660,04-Mar-12,69
CS2660,31-Jul-14,79
CS2661,30-Aug-13,81
CS2661,27-Jan-13,84
CS2661,16-Nov-14,87
CS2661,16-Apr-13,39
CS2661,11-Jul-11,104
CS2661,23-Aug-14,37
CS2661,31-Oct-11,102
CS2661,14-Sep-12,91
CS2661,10-Sep-11,47
CS2661,18-Feb-14,90
CS2661,15-Aug-11,52
CS2661,15-Jun-12,77
CS2661,12-May-13,53
CS2661,31-Aug-13,42
CS2661,07-Aug-11,65
CS2661,06-May-13,103
CS2661,23-Apr-13,41
CS2661,24-Oct-13,102
CS2661,04-Feb-14,80
CS2661,15-Jun-13,102
CS2661,07-Jan-13,46
CS2661,04-Dec-12,77
CS2661,05-Jul-11,98
CS2661,14-Aug-14,41
CS2661,16-Jun-13,35
CS2661,13-Jan-13,98
CS2662,31-Aug-14,88
CS2662,01-Nov-14,69
CS2662,11-Jan-14,43
CS2662,12-Oct-14,90
CS2662,16-Nov-11,47
CS2662,28-Aug-11,59
CS2662,27-Feb-15,49
CS2662,21-May-14,94
CS2662,31-May-11,89
CS2662,04-Jan-15,49
CS2662,14-Sep-13,64
CS2662,30-May-11,70
CS2662,29-Sep-13,46
CS2662,31-Dec-12,85
CS2662,03-Feb-13,51
CS2662,19-Jun-13,63
CS2662,23-Aug-13,44
CS2662,02-Jan-12,77
CS2662,01-Jan-15,39
CS2662,17-Jul-13,64
CS2662,17-Jun-13,88
CS2662,30-May-12,100
CS2662,10-Jan-13,41
CS2662,17-Sep-14,46
CS2662,17-Apr-12,84
CS2662,17-Apr-12,96
CS2663,09-Jan-12,68
CS2663,02-Jan-15,101
CS2663,08-Oct-14,74
CS2663,08-Jan-14,92
CS2663,20-Jun-14,101
CS2663,06-Apr-12,51
CS2663,06-Jan-15,35
CS2663,14-Mar-14,42
CS2663,28-Aug-14,100
CS2663,11-Oct-11,102
CS2663,26-Aug-12,57
CS2663,22-Oct-13,44
CS2663,05-Jun-14,81
CS2663,23-Apr-13,93
CS2663,24-Dec-13,62
CS2663,07-Jan-13,96
CS2663,03-Dec-12,47
CS2663,18-May-12,79
CS2663,22-Oct-14,83
CS2663,15-Apr-14,93
CS2663,09-Mar-15,71
CS2663,10-Oct-12,54
CS2663,05-Oct-14,74
CS2663,11-May-14,88
CS2664,27-Aug-11,103
CS2664,28-Dec-14,75
CS2664,10-Jun-12,37
CS2664,23-Nov-11,52
CS2664,28-Apr-12,90
CS2664,15-Dec-12,38
CS2664,28-Dec-13,56
CS2664,13-Dec-13,74
CS2664,16-Dec-14,97
CS2664,10-Sep-11,42
CS2664,15-Sep-12,68
CS2664,28-Feb-12,53
CS2664,04-Aug-14,35
CS2664,30-Mar-13,66
CS2664,30-Aug-12,45
CS2664,10-Dec-14,105
CS2664,13-Jan-15,95
CS2664,30-Dec-14,99
CS2664,31-Oct-14,74
CS2664,25-Jan-14,60
CS2664,01-Oct-11,55
CS2664,30-Jun-11,43
CS2664,06-Jan-13,50
CS2665,09-Jan-15,82
CS2665,18-Nov-14,55
CS2665,05-Dec-14,75
CS2665,02-Jun-11,45
CS2665,21-Feb-15,43
CS2665,27-Dec-14,74
CS2665,07-Jul-11,40
CS2665,16-Jul-12,67
CS2665,03-Oct-13,95
CS2665,27-Jul-13,75
CS2665,30-Nov-12,86
CS2665,27-Nov-12,53
CS2665,12-Jun-14,57
CS2665,04-Apr-13,56
CS2665,18-Jan-15,76
CS2665,05-Sep-11,71
CS2665,15-May-13,102
CS2665,04-Oct-13,49
CS2665,18-Feb-12,72
CS2666,26-Aug-11,75
CS2666,13-Nov-14,95
CS2666,20-Mar-14,99
CS2666,12-Nov-11,88
CS2666,19-Nov-11,101
CS2666,20-Oct-13,105
CS2666,02-Nov-12,62
CS2666,11-Oct-11,98
CS2666,27-Mar-12,38
CS2666,20-Nov-12,59
CS2666,01-May-14,40
CS2666,22-Jan-14,36
CS2666,13-Apr-13,45
CS2666,17-Aug-13,66
CS2666,31-Oct-13,87
CS2666,16-Oct-13,75
CS2666,10-Feb-14,78
CS2666,02-Sep-12,74
CS2667,19-Oct-12,91
CS2667,17-May-13,61
CS2667,30-Oct-12,67
CS2667,30-Jan-14,43
CS2667,26-Jan-12,94
CS2667,29-Mar-14,96
CS2667,16-Mar-13,101
CS2667,26-Sep-13,102
CS2667,12-Sep-12,50
CS2667,15-Feb-15,49
CS2667,23-Oct-14,93
CS2667,28-May-11,37
CS2667,01-Sep-11,46
CS2667,29-Apr-13,63
CS2668,24-Apr-12,61
CS2668,20-Sep-11,99
CS2668,06-Nov-13,90
CS2668,05-Mar-12,86
CS2668,05-Aug-13,84
CS2668,17-Jul-13,76
CS2668,16-Jan-13,39
CS2668,08-Dec-13,73
CS2668,10-Aug-13,41
CS2668,02-Nov-13,51
CS2668,02-Oct-14,78
CS2668,24-Sep-11,77
CS2668,23-Jan-14,72
CS2668,02-Oct-14,83
CS2668,27-Feb-12,53
CS2668,12-Jul-12,85
CS2668,06-Jun-12,90
CS2668,03-Apr-14,105
CS2668,28-Dec-14,84
CS2669,07-Jul-12,62
CS2669,18-Nov-14,36
CS2669,10-Nov-12,63
CS2669,15-Jun-12,67
CS2669,06-Aug-14,91
CS2669,03-Oct-11,46
CS2669,28-Oct-14,35
CS2669,29-Jun-11,49
CS2669,27-Dec-14,99
CS2669,25-Sep-14,64
CS2669,07-Jan-15,99
CS2669,10-Feb-12,48
CS2669,24-Mar-13,60
CS2669,19-Apr-12,74
CS2669,19-Jan-12,68
CS2669,27-Jan-14,94
CS2669,18-Apr-12,77
CS2669,16-Apr-12,93
CS2669,19-May-14,36
CS2669,26-Dec-11,96
CS2669,17-Dec-13,47
CS2669,14-Sep-13,56
CS2669,27-Aug-13,65
CS2669,28-Jun-14,81
CS2669,06-Jul-12,36
CS2669,27-Feb-14,58
CS2669,24-Aug-14,50
CS2669,18-Jan-15,69
CS2669,08-Dec-12,83
CS2669,14-Mar-12,51
CS2670,18-Mar-12,54
CS2670,28-Feb-14,77
CS2670,15-Dec-14,59
CS2670,14-Mar-14,45
CS2670,05-Oct-12,76
CS2670,11-Mar-13,81
CS2670,14-Jun-13,83
CS2670,17-Jan-13,101
CS2670,15-Jul-12,87
CS2670,05-Dec-11,101
CS2670,29-Nov-13,78
CS2670,22-Sep-14,51
CS2670,10-Mar-13,53
CS2670,08-Jun-13,66
CS2670,10-Mar-15,101
CS2670,11-Jan-14,65
CS2670,07-Nov-13,49
CS2670,03-Dec-12,58
CS2670,08-Aug-13,78
CS2670,19-Oct-11,35
CS2671,18-Jan-12,97
CS2671,08-Oct-11,75
CS2671,15-Dec-12,36
CS2671,25-May-13,103
CS2671,25-Sep-14,93
CS2671,18-May-13,81
CS2671,03-Nov-12,73
CS2671,09-Jan-13,81
CS2671,05-Feb-15,95
CS2671,29-Dec-11,101
CS2671,12-Apr-14,85
CS2671,17-Apr-14,54
CS2671,20-Oct-11,35
CS2671,05-Oct-11,88
CS2671,19-Jan-13,90
CS2671,21-Jul-11,91
CS2671,21-May-12,52
CS2671,10-Jan-15,90
CS2671,26-Jul-11,36
CS2671,27-Dec-11,98
CS2672,30-Sep-11,98
CS2672,30-Nov-12,56
CS2672,22-Nov-11,61
CS2672,07-Jun-14,96
CS2672,15-Jun-11,51
CS2672,30-Aug-14,101
CS2672,04-Dec-14,100
CS2672,20-Apr-14,83
CS2672,23-Aug-14,60
CS2672,16-Jan-14,87
CS2672,13-Jan-12,97
CS2672,23-Mar-13,71
CS2672,15-Jul-12,47
CS2672,25-Nov-13,37
CS2672,09-May-13,79
CS2672,24-Aug-11,100
CS2672,04-Oct-13,101
CS2672,13-May-14,85
CS2672,10-Mar-15,74
CS2672,02-Jan-12,46
CS2673,19-May-13,104
CS2673,01-Jun-14,94
CS2673,13-Mar-14,99
CS2673,13-Oct-12,74
CS2673,04-Sep-11,61
CS2673,19-Sep-11,60
CS2673,25-May-12,58
CS2673,31-Mar-13,83
CS2673,18-Jul-14,105
CS2673,15-Mar-15,52
CS2673,29-May-14,73
CS2673,21-Oct-14,72
CS2673,27-Jul-11,66
CS2673,06-Aug-12,75
CS2673,28-Jun-11,36
CS2674,26-Jan-13,66
CS2674,15-Jun-14,59
CS2674,05-Dec-11,78
CS2674,27-Sep-12,47
CS2674,26-Jul-11,39
CS2674,22-Sep-11,94
CS2674,17-Apr-14,82
CS2674,01-Jul-14,51
CS2674,17-Apr-13,102
CS2674,01-Dec-12,88
CS2674,12-Feb-13,85
CS2674,19-Nov-14,63
CS2675,08-Aug-13,91
CS2675,11-Aug-12,59
CS2675,27-Jul-12,97
CS2675,13-Dec-13,76
CS2675,25-Mar-14,38
CS2675,21-Dec-14,83
CS2675,30-Oct-11,98
CS2675,30-Sep-14,76
CS2675,27-Aug-14,46
CS2675,18-Mar-12,92
CS2675,31-Jan-13,98
CS2675,12-Nov-12,102
CS2675,10-Aug-11,95
CS2675,26-Sep-14,103
CS2675,13-May-13,89
CS2675,12-Aug-13,73
CS2675,15-Apr-14,95
CS2676,17-Mar-12,75
CS2676,09-Apr-12,44
CS2676,20-Oct-13,100
CS2676,05-Jan-13,37
CS2676,17-Jun-14,43
CS2676,24-Apr-12,76
CS2676,26-Nov-13,97
CS2676,16-Nov-12,94
CS2676,07-Nov-11,83
CS2676,31-Dec-12,52
CS2676,30-Jul-14,90
CS2676,16-Mar-13,81
CS2676,26-Feb-13,74
CS2676,11-May-14,74
CS2676,13-May-12,67
CS2676,01-May-12,59
CS2676,26-Jun-12,65
CS2676,22-Oct-12,58
CS2676,17-Dec-14,88
CS2676,10-Oct-12,51
CS2676,22-May-12,87
CS2676,03-Jul-11,39
CS2676,10-Oct-12,97
CS2676,15-Aug-13,62
CS2677,24-Nov-11,68
CS2677,31-Aug-12,62
CS2677,22-Jun-12,101
CS2677,13-Sep-11,70
CS2677,13-Aug-14,47
CS2677,03-May-14,80
CS2677,12-Jun-13,101
CS2677,19-Mar-13,69
CS2677,12-Aug-11,72
CS2677,11-Dec-13,84
CS2677,04-Aug-14,99
CS2677,28-Jan-14,46
CS2677,16-Oct-14,56
CS2677,28-Aug-14,70
CS2678,25-Aug-11,43
CS2678,12-Jul-11,84
CS2678,21-Jun-13,102
CS2678,04-Jan-12,72
CS2678,07-Nov-11,44
CS2678,01-Jun-11,90
CS2678,30-Jun-13,59
CS2678,23-Nov-13,70
CS2678,25-Nov-14,79
CS2678,23-May-13,104
CS2678,01-Oct-13,105
CS2678,19-Dec-13,64
CS2678,19-Jun-14,62
CS2679,26-Nov-11,92
CS2679,31-Dec-13,70
CS2679,05-Mar-13,47
CS2679,24-Apr-14,36
CS2679,22-May-14,77
CS2679,05-Dec-13,52
CS2679,27-Sep-14,53
CS2679,14-Feb-12,55
CS2679,08-Feb-13,69
CS2679,30-Jul-12,71
CS2679,18-Jul-14,49
CS2679,21-Jan-14,104
CS2679,11-Feb-12,57
CS2679,17-Mar-14,58
CS2679,29-Jul-13,98
CS2679,05-Mar-14,74
CS2679,23-Jun-13,69
CS2679,10-Aug-13,71
CS2679,11-May-12,88
CS2679,26-May-13,103
CS2679,31-Jul-14,51
CS2679,04-Aug-13,97
CS2679,20-Apr-13,88
CS2679,14-Dec-13,70
CS2679,18-Nov-13,93
CS2679,25-Dec-14,37
CS2679,20-Oct-11,54
CS2679,30-Nov-13,40
CS2679,26-Nov-14,63
CS2680,18-Aug-14,70
CS2680,18-May-12,83
CS2680,05-Jan-12,39
CS2680,02-Apr-12,37
CS2680,07-Sep-13,45
CS2680,29-Aug-14,39
CS2680,12-Nov-13,59
CS2680,22-Aug-14,43
CS2680,10-Aug-11,89
CS2680,16-Jan-13,88
CS2680,30-Aug-11,54
CS2680,26-Apr-12,99
CS2680,08-Jan-15,81
CS2680,29-May-13,45
CS2680,06-Mar-12,45
CS2680,03-Oct-12,70
CS2681,07-Jul-13,52
CS2681,23-Mar-13,68
CS2681,17-Oct-12,90
CS2681,12-Apr-12,39
CS2681,28-Jun-13,40
CS2681,07-Nov-13,99
CS2681,18-Aug-11,68
CS2681,30-May-11,50
CS2681,25-Jun-11,59
CS2681,25-Dec-11,82
CS2681,28-Dec-13,55
CS2681,10-Dec-14,100
CS2681,16-Dec-14,40
CS2681,30-Jan-14,53
CS2681,19-Feb-14,49
CS2681,23-Dec-12,48
CS2681,18-Dec-14,74
CS2681,29-May-13,55
CS2681,04-Feb-15,40
CS2681,16-Apr-13,76
CS2681,01-Sep-13,68
CS2682,08-Sep-11,83
CS2682,01-May-13,85
CS2682,18-Aug-12,71
CS2682,12-Oct-13,105
CS2682,30-Oct-14,37
CS2682,01-Nov-14,76
CS2682,08-Feb-12,79
CS2682,25-Mar-12,45
CS2682,01-Jun-14,61
CS2682,28-Apr-13,99
CS2682,02-Mar-15,82
CS2682,05-Feb-12,38
CS2682,03-Jun-11,96
CS2682,08-Jan-13,81
CS2682,18-Feb-13,76
CS2682,17-Aug-13,87
CS2682,27-Jan-13,47
CS2682,12-Jun-12,67
CS2682,02-Feb-13,71
CS2682,15-Dec-13,55
CS2682,24-Nov-14,87
CS2682,12-Feb-13,70
CS2682,24-Aug-14,43
CS2682,17-Jun-12,88
CS2682,20-Aug-13,95
CS2682,04-Jun-12,64
CS2682,08-Jul-11,46
CS2682,05-Jul-14,54
CS2682,08-Dec-11,57
CS2683,20-Sep-11,44
CS2683,30-Apr-12,61
CS2683,17-Feb-13,80
CS2683,30-Mar-13,82
CS2683,12-Apr-13,75
CS2683,08-Feb-13,41
CS2683,07-Sep-13,79
CS2683,16-May-14,54
CS2683,01-Oct-12,103
CS2683,14-Jan-14,75
CS2683,18-Feb-13,41
CS2683,16-Jan-15,60
CS2683,01-Dec-12,55
CS2683,30-Jan-15,50
CS2683,03-Jun-13,57
CS2683,15-Sep-12,42
CS2683,28-May-14,99
CS2683,25-Nov-13,42
CS2683,20-Feb-12,100
CS2683,06-Aug-12,53
CS2683,10-Nov-13,79
CS2683,30-Oct-12,96
CS2683,15-Dec-13,36
CS2683,24-Aug-14,59
CS2683,08-Jul-14,102
CS2684,05-May-13,60
CS2684,08-Mar-12,63
CS2684,23-Oct-14,71
CS2684,28-Jan-12,53
CS2684,10-Feb-14,98
CS2684,12-Oct-11,54
CS2684,09-Aug-13,86
CS2684,20-Jan-13,98
CS2684,19-Nov-11,105
CS2684,25-Apr-13,101
CS2684,21-Dec-14,90
CS2684,05-Nov-11,49
CS2684,12-Feb-14,74
CS2684,09-Jul-14,96
CS2684,07-Jun-11,86
CS2685,30-Oct-13,96
CS2685,23-Jan-12,86
CS2685,08-Mar-15,90
CS2685,07-Nov-11,101
CS2685,09-Nov-14,74
CS2685,27-Apr-12,93
CS2685,29-Apr-12,62
CS2685,12-Feb-14,93
CS2685,23-Oct-14,86
CS2685,23-Apr-13,74
CS2685,05-May-13,71
CS2685,18-Dec-14,69
CS2685,09-Jan-14,40
CS2685,30-Dec-11,37
CS2685,01-Jul-13,57
CS2685,29-Jul-11,35
CS2685,18-May-12,91
CS2685,15-Aug-14,95
CS2685,19-Dec-14,43
CS2685,27-Nov-12,81
CS2686,01-Dec-12,50
CS2686,17-Jun-12,74
CS2686,24-Jun-11,43
CS2686,30-Dec-12,71
CS2686,05-Feb-12,72
CS2686,02-Aug-14,61
CS2686,10-Jun-12,66
CS2686,24-May-13,50
CS2686,19-Jun-14,95
CS2686,25-Jan-13,58
CS2686,02-Oct-13,73
CS2686,04-Sep-11,65
CS2686,12-Oct-11,48
CS2686,22-Oct-12,54
CS2686,20-Sep-11,50
CS2686,14-Nov-11,41
CS2686,06-Jan-13,67
CS2686,01-Sep-12,105
CS2686,25-Oct-11,78
CS2686,29-Nov-11,71
CS2686,12-Feb-15,70
CS2686,22-Oct-13,37
CS2687,22-Dec-13,81
CS2687,24-Nov-13,41
CS2687,19-Jul-11,101
CS2687,14-Jul-12,99
CS2687,07-Mar-15,44
CS2687,18-Jun-11,87
CS2687,03-Sep-14,37
CS2687,23-Nov-12,72
CS2687,03-Sep-14,69
CS2687,16-Jan-12,75
CS2687,02-May-14,39
CS2687,24-Apr-14,45
CS2687,23-Jun-12,89
CS2687,25-Aug-12,62
CS2687,20-Mar-14,50
CS2687,20-Sep-11,38
CS2687,27-Jul-12,50
CS2687,21-Feb-12,103
CS2687,20-Jun-12,35
CS2687,31-May-13,51
CS2687,10-Jan-14,83
CS2687,12-Mar-14,51
CS2687,13-Apr-14,36
CS2687,03-Nov-13,102
CS2687,12-Oct-13,60
CS2687,02-Jan-13,49
CS2687,18-Feb-14,45
CS2687,14-Oct-13,37
CS2688,13-Nov-11,35
CS2688,06-Feb-14,95
CS2688,13-Feb-14,57
CS2688,26-Jan-13,62
CS2688,01-Nov-14,84
CS2688,01-Aug-14,62
CS2688,23-Jul-12,51
CS2688,20-Sep-12,84
CS2688,01-Jan-14,83
CS2688,21-Mar-12,67
CS2688,02-Oct-13,43
CS2688,12-Oct-13,84
CS2688,21-Oct-11,47
CS2688,18-Nov-12,104
CS2688,06-Sep-12,85
CS2688,31-Jan-13,46
CS2688,24-Dec-13,46
CS2688,02-Feb-15,44
CS2688,28-Mar-13,38
CS2688,26-Jul-12,97
CS2688,01-Jun-13,65
CS2688,03-Jun-13,73
CS2689,07-Jun-11,77
CS2689,01-Oct-13,100
CS2689,31-Jan-12,69
CS2689,17-Aug-13,85
CS2689,17-Feb-15,83
CS2689,01-Jul-11,54
CS2689,11-May-13,58
CS2689,11-Dec-11,48
CS2689,16-Jun-14,99
CS2689,19-Jan-15,87
CS2689,25-Dec-14,65
CS2689,17-Jan-13,67
CS2689,07-Nov-13,100
CS2690,03-Apr-14,93
CS2690,25-May-13,104
CS2690,04-Dec-12,57
CS2690,07-Oct-14,40
CS2690,17-Aug-13,52
CS2690,14-May-13,54
CS2690,13-Feb-12,101
CS2690,28-Jan-14,78
CS2690,27-May-13,79
CS2690,20-May-11,62
CS2690,13-Jun-11,96
CS2690,20-Dec-11,70
CS2690,28-Oct-14,48
CS2690,16-Feb-15,48
CS2690,04-Apr-14,72
CS2690,16-Oct-12,104
CS2690,03-Jul-12,97
CS2690,25-Dec-14,90
CS2690,24-Sep-14,47
CS2690,10-Oct-13,76
CS2690,08-Dec-14,92
CS2691,21-Jun-13,48
CS2691,04-Mar-12,68
CS2691,18-Nov-13,82
CS2691,04-Feb-14,47
CS2691,13-Mar-12,55
CS2691,17-Nov-11,73
CS2691,06-Mar-13,87
CS2691,02-Sep-13,59
CS2691,13-Jun-11,75
CS2691,21-Apr-13,40
CS2691,11-Jan-14,89
CS2691,20-Feb-14,68
CS2691,28-May-14,87
CS2691,28-Nov-13,101
CS2691,03-Apr-12,79
CS2691,05-May-14,63
CS2692,01-Jun-14,63
CS2692,07-Sep-11,52
CS2692,09-Apr-12,43
CS2692,20-May-14,74
CS2692,31-Jan-12,43
CS2692,15-Sep-13,75
CS2692,08-Oct-11,53
CS2692,04-Nov-13,95
CS2692,16-Nov-14,55
CS2692,20-Nov-11,63
CS2692,10-Feb-15,91
CS2692,06-Jul-14,102
CS2692,18-Jan-14,72
CS2692,20-Sep-14,102
CS2692,03-Feb-14,93
CS2692,24-Aug-13,67
CS2692,13-Mar-13,66
CS2692,04-Jul-11,52
CS2692,22-Apr-14,64
CS2692,01-Dec-12,69
CS2692,06-Jan-15,52
CS2692,13-Apr-12,91
CS2692,06-May-12,61
CS2692,02-Mar-13,48
CS2692,26-Sep-11,95
CS2692,18-Aug-13,46
CS2692,06-Sep-11,54
CS2692,15-Feb-15,72
CS2693,27-Aug-13,61
CS2693,09-Jul-14,66
CS2693,23-Jan-14,74
CS2693,07-Jul-13,88
CS2693,21-Oct-14,92
CS2693,29-Jan-15,59
CS2693,07-Feb-14,72
CS2693,27-Nov-11,67
CS2693,03-Feb-12,82
CS2693,27-May-14,82
CS2693,06-Mar-13,81
CS2693,15-Nov-11,96
CS2693,19-Mar-13,82
CS2693,24-Aug-14,46
CS2693,13-Dec-12,60
CS2693,30-Apr-12,99
CS2693,23-Jan-13,93
CS2693,20-Oct-14,65
CS2693,25-Aug-11,96
CS2693,21-Jan-14,90
CS2693,12-Jun-13,104
CS2694,22-Aug-11,50
CS2694,23-Sep-12,39
CS2694,05-Sep-11,74
CS2694,21-May-14,46
CS2694,19-Mar-12,85
CS2694,16-Jul-11,102
CS2694,18-Oct-13,104
CS2694,06-Mar-13,100
CS2694,03-Jan-13,44
CS2694,19-Feb-13,35
CS2694,29-Oct-12,54
CS2694,05-Feb-13,53
CS2694,16-Feb-13,56
CS2694,13-Apr-12,79
CS2694,17-Jun-12,93
CS2694,09-Aug-14,44
CS2694,07-Sep-13,41
CS2694,16-Jan-12,82
CS2694,14-Sep-14,88
CS2695,19-Mar-14,61
CS2695,12-Jun-12,93
CS2695,11-Nov-14,62
CS2695,18-Dec-11,76
CS2695,08-Aug-14,100
CS2695,25-Feb-13,48
CS2695,16-Nov-13,57
CS2695,04-May-12,98
CS2695,27-Apr-12,57
CS2695,03-May-13,41
CS2695,18-May-14,89
CS2695,09-Nov-14,43
CS2695,20-Feb-12,86
CS2695,12-Sep-12,55
CS2695,08-Apr-13,53
CS2695,16-Oct-11,57
CS2695,24-Oct-11,39
CS2695,11-Oct-14,73
CS2695,06-Dec-14,64
CS2695,31-Dec-13,79
CS2695,01-Oct-11,65
CS2695,17-May-11,39
CS2695,31-Jul-11,103
CS2696,24-Dec-13,60
CS2696,01-Dec-14,55
CS2696,12-Jun-13,50
CS2696,27-Dec-12,38
CS2696,21-Jun-14,86
CS2696,10-Jul-12,50
CS2696,27-Feb-12,85
CS2696,13-Jan-12,103
CS2696,14-Mar-13,77
CS2696,10-Apr-14,62
CS2696,03-May-12,89
CS2696,01-Jul-13,52
